"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
3163,"D","Manual - Vision Net6.3/D","Vision Networking V6.3 Reference Manual. US-Version mit besonderer Verschlüsselung."
3165,"D","Manual - Vision Tools2.0","Vision Business Tools Suite V2.0 Reference Manual. Umfasst Installation, Configuration und User Guide."
3167,"D","Manual - Vision OS/2.x","Vision Operating System V2.0/2.1/2/3 Reference Manual. Umfassende Informationen zu Installation, Konfiguration, Verwaltung und Optimierung für Vision-Systemverwaltung. Dieses Handbuch ersetzt die Handbücher zu Version 2.0 und 2.1."
3216,"D","Manual - Vision Net6.3","Vision Networking V6.3 Reference Manual. Fremdprachliche Version."
3220,"D","Manual - Vision OS/1.2","Vision Operating System V1.2 Reference Manual. Umfassende Informationen zu Installation, Konfiguration, Verwaltung und Optimierung für Vision-Systemverwaltung."
1729,"D","Chemicals - RCP","Chemisches Reinigungsmittel - 3500 Pads"
1910,"D","FG Stock - H","Glasfasergriff - für starke Beanspruchung"
1912,"D","SS Stock - 3mm","Rostfreier Stahlhalter - 3mm. Für Stromversorgung, Motherboard-Halter und Festplattenlaufwerke. Verwenden Sie die entsprechende Schablone für Modellnummer, Position und Größe."
1940,"D","ESD Bracelet/Clip","Elektrostatisches Entladungsband mit Befestigung für Anschluss an Rechner."
2030,"D","Latex Gloves","Gummihandschuhe für Industriezwecke, orange-farben. Wasser- und stoßfest. Säurebeständig während mindestens 5 Minuten."
2326,"D","Plastic Stock - Y","Plastikgriif - Gelb, Standardqualität."
2330,"D","Plastic Stock - R","Plastikgriif - Rot, Standardqualität."
2334,"D","Resin","Allzweck-Kunstharz"
2340,"D","Chemicals - SW","Chemische Reinigungsmitell - 3500 Wischtücher"
2365,"D","Chemicals - TCS","Chemische Reinigungsmitell - 2500 Reinigungstücher"
2594,"D","FG Stock - L","Glasfastergriff - leicht für interne Abdichtungen, Stärke 1/4"
2596,"D","SS Stock - 1mm","Rostfreier Stahlhalter - 3mm. Für Stromversorgung, Motherboard-Halter und Batteriehalterungen. Verwenden Sie die entsprechende Schablone für Modellnummer, Position und Größe."
2631,"D","ESD Bracelet/QR","Elektrostatisches Entladungsband mit Befestigung, zweiteilig."
2721,"D","PC Bag - L/S","Schwarze Lederhülle für Computer - für Laptops, einschließlich Handbüchern, zusätzlicher Hardware und Arbeitspapieren. Abnehmbare Tasche für Netzteil und Kabel."
2722,"D","PC Bag - L/D","Schwarze Lederhülle für Computer - für zwei Laptops, einschließlich Handbüchern, zusätzlicher Hardware und Arbeitspapieren. Doppelt breiter Tragegurt. Abnehmbare Tasche für Netzteil und Kabel. Tragegurt mit doppelter Breite."
2725,"D","Machine Oil","Maschinenoel zur Schmierung von Laufwerkverriegelungen und Schiebern. Selbstreinigende Düse."
2782,"D","PC Bag - C/S","Leinwandhülle für Computer - für einen Laptop, einschließlich Handbüchern, zusätzlicher Hardware und Arbeitspapieren. Abnehmbare Tasche für Netzteil und Kabel. Außentasche mit Verschluss."
3187,"D","Plastic Stock - B/HD","Plastikgriff - Blau, besonders stabil."
3189,"D","Plastic Stock - G","Plastikgriff - Grün, Standardausführung."
3191,"D","Plastic Stock - O","Plastikgriff - Orange, Standardausführung."
3193,"D","Plastic Stock - W/HD","Plastikgriff - weiss, besonders stabil"
1726,"DK","LCD-skærm 11/PM","11"" passiv LCD-skærm (Liquid Cristal Display). Den næsten flade højopløsningsskærm giver fremragende billedkvalitet med reduceret genskin."
2359,"DK","LCD-skærm 9/PM","9"" passiv LCD-skærm (Liquid Cristal Display). Oplev den produktivitet, som en lille skærm kan give ved at frigøre plads på skrivebordet. Nem installation og plug-and-play-kompatibilitet."
3060,"DK","Skærm 17/HR","17"" CRT-skærm (16"" synsfelt) med høj opløsning. Exceptionel billedkvalitet og ekstra skærmplads. Denne skærm giver et skarpt, farverigt billede ved utrolige værdier. Med en række førende funktioner, herunder kontrolpanel til on-screen-display."
2243,"DK","Skærm 17/HR/F","17 "" (16"" synsfelt) flad skærm med høj opløsning. High density-fotonkanon med EECS (Enhanced Elliptical Correction System), der giver et mere ensartet, præcist fokus på tværs af skærmen og helt ud i hjørnerne."
3057,"DK","Skærm 17/SD","17"" CRT-skærm (16"" synsfelt) med kort dybde. Leverer fremragende billedklarhed og præcision. De professionelle farver og den tekniske udformning og visualisering/animation giver brugerne den farvepræcision, som de forlanger, plus et stort skrivebord, der forøger produktiviteten."
3061,"DK","Skærm 19/SD","19"" CRT-skærm (18"" synsfelt) med kort dybde. Sort skærminddækning med høj kontrast: Producerer overlegen kontrast- og gråtonekvalitet. De nydesignede forstærkede professionelle højttalere med dynamisk bas-respons bringer alle multimedie-lydoplevelser til live med lækker, naturtro lyd og fyldige, dybe bastoner. Desuden gør de farvekodede kabler, den enkle plug-and-play-installation og det digitale on-screen-kontrolpanel det muligt for dig at få fantastiske multimedie og Internet-oplevelser på bare få minutter."
2245,"DK","Skærm 19/SD/M","19"" monokrom skærm (18"" synsfelt) med kort dybde. Fremragende billedkvalitet i et kompakt design. En enkel on-screen-menu hjælper dig med nemt at justere skærmdimensioner, farver og billedegenskaber. Bare tilslut skærmen til computeren, så er du klar til at gå i gang."
3065,"DK","Skærm 21/D","21"" CRT-skærm (20"" synsfelt). Digital OptiScan-teknologi: Understøtter opløsninger op til 1600 x 1200 ved 75Hz. Dimensioner (HxBxD): 8,3 x 18,5 x 15 tommer. De aftagelige Platinum Series-højttalere, der får strøm fra skærmen, leverer en lækker lyd og et lettilgængeligt digitalt stik til en audioenhed. Bare tilslut den digitale audioenhed og lyt til musik uden at tænde for computeren."
3331,"DK","Skærm 21/HR","21"" skærm (20"" synsfelt) med høj opløsning. Denne skærm er ideel til virksomheder, desktop publishing og grafiktunge programmer. Oplev den produktivitet, som en stor skærm kan give via et større arbejdsområde til kørsel af programmer."
2252,"DK","Skærm 21/HR/M","21"" monokrom skærm (20"" synsfelt) med høj opløsning. Størrelse på enhed: 35,6 x 29,6 x 33,3 cm (14,6 kg) Pakke: 40,53 x 31,24 x 35,39 cm (16,5 kg). Vandret frekvens 31,5 - 54 kHz, Lodret frekvens 50 - 120 Hz. UPS 90 - 132 V, 50 - 60 Hz."
3064,"DK","Skærm 21/SD","21"" skærm (20"" synsfelt) med kort dybde. Funktionerne omfatter 0,25-0,28 Aperture Grille Pitch, opløsninger op til 1920 x 1200 ved 76Hz, on-screen-display og en ledende anti-refleksbehandlet film."
3155,"DK","Skærmophæng - HD","Kraftigt skærmophæng, maksimal skærmvægt 30 kg"
3234,"DK","Skærmophæng - STD","Standardskærmophæng, maksimal skærmvægt 10 kg"
3350,"DK","Plasmaskærm 10/LE/VGA","10"" lav-energi plasmaskærm, VGA-opløsning"
2236,"DK","Plasmaskærm 10/TFT/XGA","10"" TFT XGA flatscreen-skærm til bærbare computere"
3054,"DK","Plasmaskærm 10/XGA","10"" standardplasmaskærm, XGA-opløsning. Denne næsten flade skærm med høj opløsning leverer fremragende billedkvalitet med reduceret genskin."
1782,"DK","Kompakt 400/DQ","Højhastighedsprinter til kladder, 400 tegn pr. sek. Dimensioner (HxBxD): 17,34 x 24,26 x 26,32 tommer. Interface: RS-232 seriel (9-pin), ingen udvidelsessokler. Papirformat: A4, DA Letter."
2430,"DK","Kompakt 400/LQ","Højhastighedsprinter i brevkvalitet, 400 tegn pr. sek. Dimensioner (HxBxD): 12,37 x 27,96 x 23,92 tommer. Interface: RS-232 seriel (25-pin), 3 udvidelsessokler. Papirformat: A2, A3, A4."
1792,"DK","Industriel 600/DQ","Højhastighedsprinter til kladder, bredformat, farveegenskaber, 600 tegn pr. sek. Dimensioner (HxBxD): 22,31 x 25,73 x 20,12 tommer. Papirformat: 3x5 tommer til 11x17 tommer fuldfarvet bredformat."
1791,"DK","Industriel 700/HD","Matrix-printer, 700 tegn pr. sek., kraftig konstruktion og med støvbeskyttelse til industrielle formål. Interface: Centronics parallel, IEEE 1284-kompatibel. Papirformat: 3x5 tommer til 11x17 tommer fuldfarvet bredformat. Hukommelse: 4MB. Dimensioner (HxBxD): 9,3 x 16,5 x 13 tommer."
2302,"DK","Inkjet B/6","Inkjet-printer, sort/hvid, 6 sider pr. minut, opløsning 600x300 dpi. Interface: Centronics parallel, IEEE 1284-kompatibel. Dimensioner (HxBxD): 7,3 x 17,5 x 14 tommer. Papirformat: A3, A4, DA legal. Ingen udvidelsessokler."
2453,"DK","Inkjet C/4","Inkjet-printer, farve (med to separate blækpatroner), 6 sider pr. minut i sort/hvid, 4 sider pr. minut i farve, opløsning 600x300 dpi. Interface: Tovejs IEEE 1284-kompatibelt parallelinterface og RS-232 serielt (9-pin) interface, 2 åbne EIO-udvidelsessokler. Hukommelse: 8MB, 96KB modtagerbuffer."
1797,"DK","Inkjet C/8/HQ","Inkjet-printer, farve, 8 sider pr. minut, høj opløsning (fotokvalitet). Hukommelse: 16MB. Dimensioner (HxBxD): 7.3 x 17.5 x 14 tommer. Papirformat: A4, DA Letter, konvolutter. Interface: Centronics parallel, IEEE 1284-kompatibel."
2459,"DK","LaserPro 1200/8/BW","Professionel sort/hvid laserprinter, opløsning 1200 dpi, 8 sider pr. sek. Dimensioner (HxBxD): 22,37 x 19,86 x 21,92 tommer. Software: Forbedret driverunderstøttelse for SPNIX v4.0; MS-DOS Indbyggede printerdrivere: ZoomSmart scaling-teknologi, plakat, pressemeddelelse, spejl, vandmærke, vis udskrift, hurtigsæt, emulering af laserprintermargener."
3127,"DK","LaserPro 600/6/BW","Sort/hvid standardlaserprinter, opløsning 600 dpi, 6 sider pr. sek. Interface: Centronics parallel, IEEE 1284-kompatibel. Hukommelse: 8MB, 96KB modtagerbuffer. MS-DOS værktøjsprogrammer til SPNIX AutoCAM v.17-kompatibel driver."
2254,"DK","HD 10GB /I","10GB harddisk (intern). Disse diske er beregnet til brug i nutidens krævende, datakritiske miljøer og er ideelle til brug i RAID-applikationer. Universelle optionskit er konfigureret og monteret på forhånd i den rigtige hot plug-skuffe, så disken straks kan installeres i virksomhedens server eller lagersystem."
3353,"DK","HD 10GB /R","10GB flytbar harddisk. Supra7-diske leverer den seneste teknologi til forbedring af virksomhedens effektivitet ved forøgelse af den maksimale dataoverførselshastighed til 160MB/s."
3069,"DK","HD 10GB /S","10GB harddisk til standardmontering. Bagudkompatibel med Supra5-systemer, så brugere kan koble disse diske til og fra efter behov og derved hurtigt forøge lagerkapaciteten. Supra-diske fjerner risikoen for inkompatibel firmware."
2253,"DK","HD 10GB @5400 /SE","10GB harddisk (ekstern) SCSI-interface, 5400 RPM. Universelle optionskit er konfigureret og monteret på forhånd i den rigtige hot plug-skuffe, så disken straks kan installeres i virksomhedens server eller lagersystem. Supra-diske fjerner risikoen for inkompatibel firmware."
3354,"DK","HD 12GB /I","12GB harddisk (intern). Supra-diske fjerner risikoen for inkompatibel firmware. Bagudkompatibilitet: Du kan blande Supra2- og Supra3-enheder for at opnå optimale løsninger og fremtidig vækst."
3072,"DK","HD 12GB /N","12GB harddisk til Narrow Mount. Supra9 hot plug-harddiske giver mulighed for at installere eller fjerne diske online. Hot plug-harddiskene skal overholde vores skrappe krav til pålidelighed og ydeevne."
3334,"DK","HD 12GB /R","12GB flytbar harddisk. Med kompatibilitet på tværs af mange virksomhedsplatforme kan du koble denne disk til og fra efter behov for hurtigt at levere øget lagerkapacitet. Supra7 Universal-diske er anden generation af højeffektive hot plug-diske, der deler kompatibilitet på tværs af virksomhedsservere og eksterne lageraftaler."
3071,"DK","HD 12GB /S","12GB harddisk til standardmontering. Supra9 hot plug-harddiske giver mulighed for at installere eller fjerne diske online. Hot plug-harddiskene skal overholde vores skrappe krav til pålidelighed og ydeevne."
2255,"DK","HD 12GB @7200 /SE","12GB harddisk (ekstern) SCSI, 7200 RPM. Disse diske er beregnet til brug i nutidens krævende, datakritiske miljøer og er ideelle til brug i RAID-applikationer. Universelle optionskit er konfigureret og monteret på forhånd i den rigtige hot plug-skuffe, så disken straks kan installeres i virksomhedens server eller lagersystem."
1743,"DK","HD 18.2GB @10000 /E","Ekstern harddisk - 18,2 GB, med hastigheder på op til 10,000 RPM. Disse diske er beregnet til brug i nutidens krævende, datakritiske miljøer og er ideelle til brug i RAID-applikationer."
2382,"DK","HD 18.2GB@10000 /I","18,2 GB SCSI-harddisk @ 10000 RPM (intern). Supra7 Universal-diske giver en uovertruffen beskyttelse af investeringen og forenkling for kunderne ved at muliggøre diskkompatibilitet på tværs af mange virksomhedsplatforme."
3399,"DK","HD 18GB /SE","18GB SCSI ekstern harddisk. Supra5 Universal-harddiske giver mulighed for hot plug mellem forskellig servere, RAIDs og eksterne lagre."
3073,"DK","HD 6GB /I","6GB harddisk (intern). Supra-diske fjerner risikoen for inkompatibel firmware."
1768,"DK","HD 8.2GB @5400","Harddisk - 8,2 GB, med hastigheder på op til 5.400 RPM. Supra-diske fjerner risikoen for inkompatibel firmware. Serielt standard-RS-232-interface."
2410,"DK","HD 8.4GB @5400","8,4 GB harddisk @ 5400 RPM. Reducerede omkostninger: Diskene kan bruges på tværs af virksomhedsplatforme. Denne hot plug-harddisk skal overholde dine skrappe krav til pålidelighed og ydeevne."
2257,"DK","HD 8GB /I","8GB harddisk (intern). Supra9 hot plug-harddiske giver mulighed for at installere eller fjerne diske online. Bagudkompatibilitet: Du kan blande Supra2- og Supra3-enheder for at opnå optimale løsninger og fremtidig vækst."
3400,"DK","HD 8GB /SE","8GB SCSI-harddisk (ekstern). Supra7-diske leverer den seneste teknologi til forbedring af virksomhedens effektivitet ved forøgelse af den maksimale dataoverførselshastighed til 255MB/s."
3355,"DK","HD 8GB /SI","8GB SCSI-harddisk, intern. Med kompatibilitet på tværs af mange virksomhedsplatforme kan du koble denne disk til og fra efter behov for hurtigt at levere øget lagerkapacitet."
1772,"DK","HD 9.1GB @10000","Harddisk - 9,1 GB, med hastigheder på op til 10.000 RPM. Disse diske er beregnet til brug i datakritiske virksomhedsmiljø. Gør arbejdet nemmere: Du kan let vælge de diske, som du har behov for, uafhængigt af hvad de skal anvendes til."
2414,"DK","HD 9.1GB @10000 /I","9,1 GB SCSI-harddisk @ 10000 RPM (intern). Supra7-diske kan fås med hastigheder på 10.000 RPM og kapaciteter på 18GB og 9,1 GB. SCSI- og RS-232-interfaces."
2415,"DK","HD 9.1GB @7200","9,1 GB harddisk @ 7200 RPM. Universelle optionskit er konfigureret og monteret på forhånd i den rigtige hot plug-skuffe, så disken straks kan installeres i virksomhedens server eller lagersystem."
2395,"DK","32MB cache /M","32MB spejlet cache-hukommelse (100-MHz registreret SDRAM)"
1755,"DK","32MB cache /NM","32MB ikke-spejlet cache-hukommelse"
2406,"DK","64MB cache /M","64MB spejlet cache-hukommelse"
2404,"DK","64MB cache /NM","64 MB ikke-spejlet cache-hukommelse. FPM-hukommelseschips er implementeret på 5 volt SIMM-moduler, men er også tilgængelige på 3,3 volt DIMM-moduler."
1770,"DK","8MB cache /NM","8MB ikke-spejlet cache-hukommelse (100-MHz registreret SDRAM)"
2412,"DK","8MB EDO-hukommelse","8 MB 8x32 EDO SIM-hukommelse. Forskellen mellem Extended Data Out-hukommelse (EDO) og FPM er en lille, men vigtig designændring. I modsætning til FPM forbliver dataoutput-driverne til EDO tændt, når hukommelsescontrolleren fjerner kolonneadressen for at begynde den næste cyklus. Derfor kan en ny datacyklus begynde, før den forrige cyklus er afsluttet. EDO fås på SIMM- og DIMM-moduler, i 3,3 og 5 volt."
2378,"DK","DIMM - 128 MB","128 MB DIMM-hukommelse. Hovedårsagen til skiftet fra SIMM-moduler til DIMM-moduler er at understøtte de større busbredder til 64-bit processorer. DIMM-moduler er 64- eller 72-bit brede; SIMM-moduler er kun 32- eller 36-bit brede (med paritet)."
3087,"DK","DIMM - 16 MB","Citrus OLX DIMM-modul - 16 MB kapacitet."
2384,"DK","DIMM - 1GB","DIMM-hukommelse: RAM - 1 GB kapacitet."
1749,"DK","DIMM - 256MB","DIMM-hukommelse: RAM 256 MB. (100-MHz registreret SDRAM)"
1750,"DK","DIMM - 2GB","DIMM-hukommelse: RAM, 2 GB kapacitet."
2394,"DK","DIMM - 32MB","32 MB DIMM-hukommelsesopgradering"
2400,"DK","DIMM - 512 MB","512 MB DIMM-hukommelse. Forbedret hukommelsesopdatering: Der kræves færre DIMM-moduler til at opgradere et system, end hvis der blev brugt SIMM-moduler i det samme system. Forøget maksimum hukommelse: Med et givent antal hukommelsessokler er den maksimale hukommelse for et system, der bruger DIMM-moduler, større end for et sytem, der bruger SIMM-moduler. DIMM-moduler har separate kontakter på hver side af kortet, hvilket giver dobbelt hastighed i forhold til SIMM-moduler."
1763,"DK","DIMM - 64MB","DIMM-hukommelse: RAM, 64MB (100-MHz ikke-registreret ECC SDRAM)"
2396,"DK","EDO - 32MB","EDO SIMM-hukommelse: RAM, 32 MB (100-MHz ikke-registreret ECC SDRAM). Lige som FPM fås EDO på SIMM-moduler og DIMM-moduler, i 3,3 og 5 volt. Hvis EDO-hukommelse installeres på en computer, der ikke er designet til at understøtte den, virker hukommelsen muligvis ikke."
2272,"DK","RAM - 16 MB","SIMM-hukommelse: RAM - 16 MB kapacitet."
2274,"DK","RAM - 32 MB","SIMM-hukommelse: RAM - 32 MB kapacitet."
3090,"DK","RAM - 48 MB","RAM, SIMM - 48 MB kapacitet."
1739,"DK","SDRAM - 128 MB","SDRAM-hukommelse, 128 MB kapacitet. SDRAM kan tilgribe data med hastigheder på op til 100 MHz, hvilket er op til fire gange så hurtigt som standard-DRAM-moduler. Fordelene ved SDRAM kan imidlertid kun opleves fuldt ud på computere, der er designet til at understøtte SDRAM. SDRAM fås på 5 og 3,3 volt DIMM-moduler."
3178,"DK","Spreadsheet - SSP/V 2.0","SmartSpread Spreadsheet, Professional Edition version 2.0, til Vision release 11.1 og 11.2. Vakuumpakken indeholder en cd-rom med avanceret software og onlinedokumentation plus vejledning, selvstudium og licensregistrering."
3179,"DK","Spreadsheet - SSS/S 2.1","SmartSpread Spreadsheet, Standard Edition version 2.1, til SPNIX release 4.0. Vakuumpakken indeholder en cd-rom med software og onlinedokumentation plus vejledning og licensregistrering."
3182,"DK","Word Processing - SWP/V 4.5","SmartWord Word Processor, Professional Edition version 4.5, til Vision release 11.x. Vakuumpakken indeholder en cd-rom med avanceret software og onlinedokumentation plus vejledning og licensregistrering."
3183,"DK","Word Processing - SWS/V 4.5","SmartWord Word Processor, Standard Edition version 4.5, til Vision release 11.x. Vakuumpakken indeholder en cd-rom og licensregistrering."
3197,"DK","Spreadsheet - SSS/V 2.1","SmartSpread Spreadsheet, Standard Edition version 2.1, til Vision release 11.1 og 11.2. Vakuumpakken indeholder en cd-rom med software og onlinedokumentation plus vejledning, selvstudium og licensregistrering."
3255,"DK","Spreadsheet - SSS/CD 2.2B","SmartSpread Spreadsheet, Standard Edition, betaversion 2.2, til SPNIX release 4.1. Kun cd-rom."
3256,"DK","Spreadsheet - SSS/V 2.0","SmartSpread Spreadsheet, Standard Edition version 2.0, til Vision release 11.0. Vakuumpakken indeholder en cd-rom med software og onlinedokumentation plus vejledning, selvstudium og licensregistrering."
3260,"DK","Word Processing - SWP/S 4.4","SmartSpread Spreadsheet, Standard Edition version 2.2, til SPNIX release 4.x. Vakuumpakken indeholder en cd-rom med software plus vejledning og licensregistrering."
3262,"DK","Spreadsheet - SSS/S 2.2","SmartSpread Spreadsheet, Standard Edition version 2.2, til SPNIX release 4.1. Vakuumpakken indeholder en cd-rom med software og onlinedokumentation plus vejledning og licensregistrering."
3361,"DK","Spreadsheet - SSP/S 1.5","SmartSpread Spreadsheet, Standard Edition version 1.5, til SPNIX release 3.3. Vakuumpakken indeholder en cd-rom med avanceret software og onlinedokumentation plus vejledning, selvstudium og licensregistrering."
1799,"DK","SPNIX3.3 - SL","Operativsystemsoftware: SPNIX V3.3 - Basisserverlicens. Indeholder 10 generelle licenser til systemadministration, udviklere eller brugere. Ingen netværksbrugerlicens."
1801,"DK","SPNIX3.3 - AL","Operativsystemsoftware: SPNIX V3.3 - Ekstra systemadministratorlicens, herunder netværksadgang."
1803,"DK","SPNIX3.3 - DL","Operativsystemsoftware: SPNIX V3.3 - Ekstra udviklerlicens."
1804,"DK","SPNIX3.3 - UL/N","Operativsystemsoftware: SPNIX V3.3 - Ekstra brugerlicens med netværksadgang."
1805,"DK","SPNIX3.3 - UL/A","Operativsystemsoftware: SPNIX V3.3 - Ekstra brugerlicens klasse A."
1806,"DK","SPNIX3.3 - UL/C","Operativsystemsoftware: SPNIX V3.3 - Ekstra brugerlicens klasse C."
1808,"DK","SPNIX3.3 - UL/D","Operativsystemsoftware: SPNIX V3.3 - Ekstra brugerlicens klasse D."
1820,"DK","SPNIX3.3 - NL","Operativsystemsoftware: SPNIX V3.3 - Ekstra netværksadgangslicens."
1822,"DK","SPNIX4.0 - SL","Operativsystemsoftware: SPNIX V4.0 - Basisserverlicens. Indeholder 10 generelle licenser til systemadministration, udviklere eller brugere. Ingen netværksbrugerlicens."
2422,"DK","SPNIX4.0 - SAL","Operativsystemsoftware: SPNIX V4.0 - Ekstra systemadministratorlicens, herunder netværksadgang."
2452,"DK","SPNIX4.0 - DL","Operativsystemsoftware: SPNIX V4.0 - Ekstra udviklerlicens."
2462,"DK","SPNIX4.0 - UL/N","Operativsystemsoftware: SPNIX V4.0 - Ekstra brugerlicens med netværksadgang."
2464,"DK","SPNIX4.0 - UL/A","Operativsystemsoftware: SPNIX V4.0 - Ekstra brugerlicens klasse A."
2467,"DK","SPNIX4.0 - UL/D","Operativsystemsoftware: SPNIX V4.0 - Ekstra brugerlicens klasse D."
2468,"DK","SPNIX4.0 - UL/C","Operativsystemsoftware: SPNIX V4.0 - Ekstra brugerlicens klasse C."
3060,"E","Monitor 17/HR","Monitor CRT de 17 pulgadas (16 visibles) de alta resolución. Calidad de imagen excepcional y más espacio de pantalla. Este monitor ofrece una imagen nítida con una amplia gama de colores a un increíble valor. Con numerosas funciones importantes, incluidos los controles en pantalla."
2243,"E","Monitor 17/HR/F","Monitor de 17 pulgadas (16 visibles) de alta resolución y pantalla plana. Emisor de fotones de alta densidad con Sistema de Corrección Elíptica Mejorado para obtener un enfoque más consistente y preciso en la pantalla, incluso en las esquinas."
3057,"E","Monitor 17/SD","Monitor CRT de 17 pulgadas (16 visibles) de poca profundidad. Ofrece una claridad y precisión de imagen excepcionales. Aporta a los profesionales del color, ingeniería técnica y visualización/animación la fidelidad de color que exigen, además de un gran escritorio para productividad mejorada."
3061,"E","Monitor 19/SD","Monitor CRT de 19 pulgadas (18 visibles) de poca profundidad. Revestimiento de pantalla negra de alto contraste: Produce un mayor contraste y un mayor rendimiento de escala de grises. Los altavoces profesionales amplificados de último diseño con respuesta de graves dinámica reproducen todas las sensaciones de audio multimedia con un sonido nuevo y real y tonos graves profundos. Además, los cables con codificación de color, la sencilla configuración de plug-and-play y los controles digitales en pantalla permiten una configuración rapidísima para acceder a las maravillas multimedia y la increíble Internet en sólo unos minutos."
2245,"E","Monitor 19/SD/M","Monitor de 19 pulgadas (18 visibles) de poca profundidad y monocromo. Rendimiento de imagen excepcional en un diseño compacto. Un sencillo menú en pantalla le ayudará a ajustar fácilmente las dimensiones, los colores y los atributos de imagen de la pantalla. Sólo tiene que conectar el monitor a la PC y estará preparado."
3065,"E","Monitor 21/D","Monitor CRT de 21 pulgadas (20 visibles). Tecnología OptiScan digital: Soporta resoluciones de hasta 1600 x 1200 a 75 Hz. Dimensiones (Alto x Ancho x Largo): 8,3 x 18,5 x 15 pulgadas. Los altavoces de la serie Platinum independientes y adaptables al monitor ofrecen un sonido innovador y la comodidad de un reproductor de audio digital. Basta con conectar el reproductor de audio digital para escuchar música, sin necesidad de encender la PC."
3331,"E","Monitor 21/HR","Monitor de 21 pulgadas (20 visibles) de alta resolución. Este monitor es ideal para los negocios, la autoedición y aplicaciones con muchos gráficos. Disfrute de la productividad que proporciona un gran monitor al aportar más espacio de trabajo para ejecutar aplicaciones."
2252,"E","Monitor 21/HR/M","Monitor de 21 pulgadas (20 visibles) de alta resolución y monocromo. Tamaño de la unidad: 35,6 x 29,6 x 33,3 cm (14,6 kg). Paquete: 40,53 x 31,24 x 35,39 cm (16,5 kg). Frecuencia horizontal: 31,5 - 54 kHz, Frecuencia vertical: 50 - 120 Hz. Fuente de alimentación universal: 90 - 132 V, 50 - 60 Hz."
3064,"E","Monitor 21/SD","Monitor de 21 pulgadas (20 visibles) de poca profundidad. Las funciones incluyen un paso de rejilla de apertura de 0,25 - 0,28, un soporte de resolución de hasta 1920 x 1200 a 76 Hz, visualizaciones en pantalla y un revestimiento de película conductora anti-reflejos."
3155,"E","Eje de Monitor - HD","Eje de monitor, resistente, peso máximo de 30 kg"
3234,"E","Eje de Monitor - STD","Eje de monitor estándar, peso máximo de 10 kg"
3350,"E","Monitor de Plasma 10/LE/VGA","Monitor de plasma de 10 pulgadas de bajo consumo, resolución VGA"
2470,"DK","SPNIX4.0 - NL","Operativsystemsoftware: SPNIX V4.0 - Ekstra netværksadgangslicens."
2471,"DK","SPNIX3.3 SU","Operativsystemsoftware: SPNIX V3.3 - Basisserverlicens opgradering til V4.0."
2492,"DK","SPNIX3.3 AU","Operativsystemsoftware: SPNIX V3.3 - V4.0 opgradering; klasse A-bruger."
2493,"DK","SPNIX3.3 C/DU","Operativsystemsoftware: SPNIX V3.3 - V4.0 opgradering; klasse C- eller D-bruger."
2494,"DK","SPNIX3.3 NU","Operativsystemsoftware: SPNIX V3.3 - V4.0 opgradering; netværksadgangslicens."
2995,"DK","SPNIX3.3 SAU","Operativsystemsoftware: SPNIX V3.3 - V4.0 opgradering; systemadministratorlicens."
3290,"DK","SPNIX3.3 DU","Operativsystemsoftware: SPNIX V3.3 - V4.0 opgradering; udviklerlicens."
1778,"DK","C til SPNIX3.3 - 1 Seat","C-programmeringssoftware til SPNIX V3.3 - enkeltbruger"
1779,"DK","C til SPNIX3.3 - Dok","Dokumentation til C-programmeringssprog , SPNIX V3.3"
1780,"DK","C til SPNIX3.3 - Sys","C-programmeringssoftware til SPNIX V3.3 - system-compiler, biblioteker, linker"
2371,"DK","C til SPNIX4.0 - Dok","Dokumentation til C-programmeringssprog, SPNIX V4.0"
2423,"DK","C til SPNIX4.0 - 1 Seat","C-programmeringssoftware til SPNIX V4.0 - enkeltbruger"
3501,"DK","C til SPNIX4.0 - Sys","C-programmeringssoftware til SPNIX V4.0 - system-compiler, biblioteker, linker"
3502,"DK","C til SPNIX3.3 -Sys/U","C-programmeringssoftware til SPNIX V3.3 - 4.0 opgradering; system-compiler, biblioteker, linker"
3503,"DK","C til SPNIX3.3 - Seat/U","C-programmeringssoftware til SPNIX V3.3 - 4.0 opgradering - enkeltbruger"
1774,"DK","Base ISO CP - BL","Base ISO Communication Package - Basislicens"
1775,"DK","Client ISO CP - S","ISO Communication Package add-on-licens til ekstra SPNIX V3.3-klient."
1794,"DK","OSI 8-16/IL","OSI-layer 8 til 16 - Udvidet licens"
1825,"DK","X25 - 1-linjelicens","X25 netværksadgangskontrolsystem, enkeltbruger"
2004,"DK","IC Browser - S","IC Webbrowser til SPNIX. Browser med netværkspost."
2005,"DK","IC Browser-dok - S","Dokumentation til IC Webbrowser til SPNIX. Indeholder installationsvejledning, administrationsvejledning til postserver og brugerhåndbog."
2416,"DK","Client ISO CP - S","ISO Communication Package-add-on-licens til ekstra SPNIX V4.0-klient."
2417,"DK","Client ISO CP - V","ISO Communication Package-add-on-licens til ekstra Vision-klient."
2449,"DK","OSI 1-4/IL","OSI-layer 1 til 4 - Udvidet licens"
3101,"DK","IC Browser - V","IC Webbrowser til Vision med vejledning. Browser med netværkspost."
3170,"DK","Smart Suite - V/SP","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) til Vision. Spansk software og brugervejledning."
